1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,4e-06
16,0,3.8e-05
17,0,0.000202
18,0,0.000794
19,0,0.002092
20,0,0.005148
21,0,0.010654
22,0,0.019748
23,0,0.033728
24,0,0.052656
25,0,0.07745
26,0,0.10868
27,0,0.14542
28,0,0.18758
29,0,0.23435
30,2e-06,0.28402
31,9e-06,0.33666
32,1.9e-05,0.3921
33,4.2e-05,0.44894
34,0.000101,0.50613
35,0.000204,0.56339
36,0.000397,0.61998
37,0.000666,0.6764
38,0.001046,0.73079
39,0.001696,0.78386
40,0.002574,0.83551
41,0.00375,0.88544
42,0.005327,0.93342
43,0.007384,0.97921
44,0.009874,1
45,0.013032,1
46,0.016864,1
47,0.021287,1
48,0.026328,1
49,0.032143,1
50,0.038725,1
51,0.046183,1
52,0.054339,1
53,0.063161,1
54,0.072709,1
55,0.082929,1
56,0.093792,1
57,0.10526,1
58,0.11717,1
59,0.12937,1
60,0.14201,1
61,0.15507,1
62,0.16833,1
63,0.18202,1
64,0.19605,1
65,0.21026,1
66,0.22447,1
67,0.23881,1
68,0.25307,1
69,0.26742,1
70,0.28169,1
71,0.29606,1
72,0.30999,1
73,0.32407,1
74,0.3382,1
75,0.35192,1
76,0.3654,1
77,0.37873,1
78,0.39193,1
79,0.40501,1
80,0.41775,1
81,0.43044,1
82,0.44272,1
83,0.45487,1
84,0.46671,1
85,0.47821,1
86,0.48961,1
87,0.50057,1
88,0.51137,1
89,0.52195,1
90,0.53218,1
91,0.54226,1
92,0.55206,1
93,0.56188,1
94,0.57124,1
95,0.58025,1
96,0.58926,1
97,0.59789,1
98,0.60628,1
99,0.61454,1
100,0.62238,1
101,0.6301,1
102,0.63754,1
103,0.64485,1
104,0.65193,1
105,0.65887,1
106,0.66569,1
107,0.67231,1
108,0.67873,1
109,0.68503,1
110,0.69109,1
111,0.69695,1
112,0.70281,1
113,0.70856,1
114,0.71402,1
115,0.71936,1
116,0.72459,1
117,0.72965,1
118,0.73471,1
119,0.73961,1
120,0.74433,1
121,0.7487,1
122,0.75311,1
123,0.75742,1
124,0.76161,1
125,0.76568,1
126,0.76965,1
127,0.77355,1
128,0.77741,1
129,0.78113,1
130,0.7847,1
131,0.78824,1
132,0.79165,1
133,0.79505,1
134,0.79825,1
135,0.80142,1
136,0.80453,1
137,0.80759,1
138,0.81061,1
139,0.81352,1
140,0.81634,1
141,0.81913,1
142,0.82182,1
143,0.82442,1
144,0.82689,1
145,0.82937,1
146,0.83186,1
147,0.83423,1
148,0.83658,1
149,0.83884,1
150,0.84112,1
